position COMBINED_rate(cM/Mb) Genetic_Map(cM)
19518960 0.1975035365 0.6933262024
19520723 0.1974650729 0.6936744011
19522242 0.2004457245 0.6939743506
19522300 0.2007350741 0.6939859764
19522451 0.1982609051 0.6940162874
19522844 0.1973471184 0.6940942039
19525147 0.1972216576 0.6945486944
19536664 0.7935764395 0.6968200962
19536954 0.7937070976 0.6970502334
19537170 0.7955378520 0.6972216741
19539757 0.8986140096 0.6992797305
19540239 18.3081130837 0.6997128625
19540577 18.6448489459 0.7059010047
19540743 18.8478538875 0.7089960496
19544983 18.6681273435 0.7889109501
19548378 17.1824968377 0.8522892424
19548603 1.7188259183 0.8561553042
19549830 0.3614068942 0.8582643036
19549894 0.1769512830 0.8582874337
19550387 0.1745776142 0.8583746706
19550590 0.1750291383 0.8584101099
19551185 0.1750034098 0.8585142522
19551276 0.1749234078 0.8585301775
19552311 0.1707005499 0.8587112233
19552759 0.1670568852 0.8587876971
19552838 0.1619690413 0.8588008946
19553467 0.1555018649 0.8589027731
19553484 0.1505928897 0.8589054167
19553713 0.1484531407 0.8589399024
19553882 0.1484513738 0.8589649910
19554069 0.1476372285 0.8589927514
19554265 0.1474374237 0.8590216883
19554580 0.9270363455 0.8590681311
19554626 1.9890457343 0.8591107748
19554857 2.2732849686 0.8595702443
19555004 5.3304268182 0.8599044172
19555474 5.7245029342 0.8624097178
19555718 7.7567409022 0.8638064966
19555745 8.4589489917 0.8640159286
19555955 7.3895523786 0.8657923079
19556010 2.0895996851 0.8661987332
19556195 0.9107846752 0.8665853092
19556264 0.6093537536 0.8666481533
19556419 0.5727219982 0.8667426031
19556440 0.5469131179 0.8667546303
19556564 0.5440891781 0.8668224475
19556581 0.5442590841 0.8668316971
19556947 0.5466682477 0.8670308959
19557179 0.5491743837 0.8671577229
19557204 0.5514957827 0.8671714523
19557344 0.5529827982 0.8672486617
19557393 0.5551167595 0.8672757578
19557528 0.5566561209 0.8673506986
19557988 0.5575970834 0.8676067604
19558031 0.5578930259 0.8676307371
19558498 0.5592596801 0.8678912731
19559203 0.9739755486 0.8682855512
19559233 1.4233743932 0.8683147705
19559318 1.4239571713 0.8684357573
19559389 1.4242473646 0.8685368583
19559398 1.4252227741 0.8685496765
19559972 0.9915822271 0.8693677544
19559978 0.6103404799 0.8693737038
19560452 0.6097560213 0.8696630052
19560955 0.6095622387 0.8699697125
19561192 0.6096338419 0.8701141788
19562332 0.5587672449 0.8708091613
19562560 0.3779018649 0.8709365603
19564589 0.3778752062 0.8717033232
19564647 0.3323569306 0.8717252399
19565753 0.3400377791 0.8720928267
19566569 0.3408784560 0.8723702975
19566665 0.3474249084 0.8724030218
19566823 0.3559244365 0.8724579150
19567420 0.4105876850 0.8726704019
19567471 0.4825907218 0.8726913418
19567558 0.5659479829 0.8727333272
19567577 0.6521310595 0.8727440802
19568450 0.6521052403 0.8733133907
19568679 0.9458102206 0.8734627228
19569519 0.8390967906 0.8742572033
19571152 0.8400120329 0.8756274484
19571208 0.8333711731 0.8756744891
19571802 1.4442372484 0.8761695116
19571884 2.4193956633 0.8762879390
19571960 3.1392756758 0.8764718131
19572761 0.5943931376 0.8789863729
19573381 0.3491981503 0.8793548966
19573408 0.1384127988 0.8793643250
19574026 0.1348931487 0.8794498641
19574116 0.1311992365 0.8794620045
19574275 0.1287825261 0.8794828652
19575031 0.1278162752 0.8795802248
19580759 6.5778536458 0.8803123564
19580947 0.3279082481 0.8815489929
19581513 0.2454359015 0.8817345889
19582450 0.1911817669 0.8819645624
19582611 0.9116959070 0.8819953426
19582612 1.5304025999 0.8819962543
19582738 0.7244776632 0.8821890851
19582973 0.4879623050 0.8823593373
19583196 0.0569842766 0.8824681529
19584161 0.0238230822 0.8825231427
19584224 0.0075713169 0.8825246436
19584503 0.0070391497 0.8825267560
19584545 0.0070260787 0.8825270516
19584863 0.0070048688 0.8825292859
19584872 0.0070048688 0.8825293490
19585134 0.0069842064 0.8825311842
19585223 0.0069817814 0.8825318058
19585276 0.0069755881 0.8825321759
19585492 0.0069706415 0.8825336826
19585603 0.0069539680 0.8825344563
19586195 0.0069530717 0.8825385731
19586905 0.0069530717 0.8825435098
19587194 0.0069522436 0.8825455192
19587209 0.0070141417 0.8825456235
19587341 0.0072705680 0.8825465494
19587488 0.0162433756 0.8825476181
19587510 0.1113141514 0.8825479755
19587528 0.5212733005 0.8825499791
19587561 1.6895124101 0.8825671812
19587827 4.7898508189 0.8830165915
19588231 4.5737997491 0.8849516912
19588405 4.3994419333 0.8857475323
19588421 2.1812281657 0.8858179234
19588458 0.8906157207 0.8858986289
19588771 0.3390130294 0.8861773916
19589474 0.3410902917 0.8864157177
19590038 0.3597054460 0.8866080927
19590226 0.3718826955 0.8866757173
19590795 0.3723830530 0.8868873185
19590900 0.3729922361 0.8869264188
19592409 0.7195398726 0.8874892640
19592561 0.9554362296 0.8875986341
19592839 1.0503428633 0.8878642454
19594095 0.9915460535 0.8891834760
19595255 0.9112234332 0.8903336694
19595673 0.4444813988 0.8907145608
19596944 0.3991699927 0.8912794967
19597130 0.0533792369 0.8913537423
19597775 0.0557891251 0.8913881719
19598047 0.0908641902 0.8914033466
19598148 0.1732525504 0.8914125238
19598161 0.2634359099 0.8914147761
19598199 0.3715105143 0.8914247867
19598202 0.3698918768 0.8914259012
19598321 0.4679453604 0.8914699184
19598345 0.5572176903 0.8914811490
19598368 0.6466184534 0.8914939650
19598859 0.5004785467 0.8918114547
19598883 0.3767379291 0.8918234662
19599017 0.2964407941 0.8918739491
19599289 0.2964407941 0.8919545810
19599355 0.2801586879 0.8919741461
19599492 0.2627665700 0.8920125278
19599652 0.2627665700 0.8920545705
19599705 0.2307348075 0.8920684971
19602143 0.2781210854 0.8926310285
19602219 0.3406015236 0.8926521657
19603812 3.6159464337 0.8931947440
19603873 3.9376479213 0.8934153167
19603906 7.1145381663 0.8935452591
19604153 4.4753404538 0.8953025500
19604219 4.4654528711 0.8955979225
19604749 0.7987246893 0.8979646125
19606217 0.5768808638 0.8991371404
19607985 0.4719620477 0.9001570657
19608234 0.4753955562 0.9002745843
19608948 0.6154836687 0.9006140167
19609145 0.9401191146 0.9007352670
19612581 7.3568565544 0.9039655163
19618933 17.5042197578 0.9506962691
19620187 0.2103159165 0.9726465607
19629074 0.2103609004 0.9745156382
19629122 0.2102281731 0.9745257355
19631920 4.4734485724 0.9751139540
19632241 4.9550290878 0.9765499310
19633680 0.3630951616 0.9836802178
19636925 0.3636660089 0.9848584616
19638540 0.3668565247 0.9854457822
19640649 0.3659867892 0.9862194826
19641115 0.3663019008 0.9863900325
19641635 0.3660198590 0.9865805095
19641996 0.3655170966 0.9867126426
19642524 0.3660577026 0.9869056357
19648010 3.3604136821 0.9889138282
19648084 4.6130696419 0.9891624988
19649754 2.1949643801 0.9968663251
19649756 2.1889997803 0.9968707151
19649952 0.3494947554 0.9972997590
19650410 0.3283137937 0.9974598276
19652448 0.3605293240 0.9981289311
19652550 0.3974801210 0.9981657051
19653094 0.5418491806 0.9983819343
19653954 0.9121058074 0.9988479246
19654039 0.9888076848 0.9989254536
19654422 0.5208230589 0.9993041669
19655043 0.6836173030 0.9996275981
19655882 0.1858776661 1.0002011530
19656272 0.0936748299 1.0002736453
19656359 0.0876703930 1.0002817950
19658284 0.0875950118 1.0004505605
19658733 2.7944685840 1.0004898906
19659104 0.0484544523 1.0015266385
19660294 0.0433792178 1.0015842993
19661054 0.0428209717 1.0016172675
19661564 0.0424950688 1.0016391062
19661878 0.0422559537 1.0016524496
19664214 0.0422162175 1.0017511595
19664229 0.0422179007 1.0017517928
19664489 0.0421790427 1.0017627694
19665092 0.0422366106 1.0017882034
19665741 0.0422841411 1.0018156150
19669355 0.0598197197 1.0019684298
19669480 0.0841223356 1.0019759073
19669729 0.0982480429 1.0019968538
19669857 0.1364398482 1.0020094295
19669994 0.1754468211 1.0020281218
19670889 0.4229598336 1.0021851467
19671553 0.2362193741 1.0024659920
19672068 0.9947133366 1.0025876450
19673022 0.5084014085 1.0035366015
19673199 0.2878935349 1.0036265886
19673739 0.1659153779 1.0037820511
19674217 0.1022580786 1.0038613586
19675435 0.0954517877 1.0039859090
19675931 0.2477668157 1.0040332531
19675984 0.4159215907 1.0040463847
19676004 0.5516318503 1.0040547031
19678128 0.2850112609 1.0052263692
19678169 0.0512302039 1.0052380546
19681530 0.0512297723 1.0054102394
19681625 0.0519141276 1.0054151062
19682130 0.0583261907 1.0054413228
19682305 0.0685933847 1.0054515299
19682435 0.0855477191 1.0054604470
19682445 0.0982747640 1.0054613025
19682512 0.1152885940 1.0054678869
19682603 0.1326751725 1.0054783782
19682775 0.1540749986 1.0055011983
19682959 0.1827562748 1.0055295481
19683320 0.2199512845 1.0055955231
19683738 0.2428199846 1.0056874628
19683964 0.5502705361 1.0057423401
19684991 0.5501295849 1.0063074679
19685528 0.5507411984 1.0066028875
19685585 0.5508555810 1.0066342798
19686229 0.5536679263 1.0069890308
19686771 0.5547107446 1.0072891188
19686788 0.5611081076 1.0072985489
19687177 0.5614854702 1.0075168199
19687378 0.5620850542 1.0076296785
19687414 0.5549560100 1.0076499136
19687492 0.5426286012 1.0076932001
19687518 0.5426254380 1.0077073085
19687711 0.4869562117 1.0078120352
19687865 0.3339374537 1.0078870264
19688608 0.2859572499 1.0081351420
19688670 0.2858974145 1.0081528713
19688912 0.2737229653 1.0082220585
19689395 0.2750345758 1.0083542667
19692061 4.1424723853 1.0090875089
19692827 0.1352916251 1.0122606427
19694924 0.4403244386 1.0125443492
19696043 0.2070177065 1.0130370723
19696131 0.1568680138 1.0130552898
19701224 0.1232138560 1.0138542186
19702303 0.0706732458 1.0139871664
19703381 0.0849199770 1.0140633521
19705066 0.1176527194 1.0142064423
19705346 0.1593606132 1.0142393851
19705635 0.1885515271 1.0142854403
19708855 0.1823773908 1.0148925762
19709050 0.1779323442 1.0149281398
19709865 0.2171710393 1.0150731547
19710032 0.7253039307 1.0151094222
19710039 1.2971235485 1.0151144993
19710374 0.0512299885 1.0155490357
19711530 0.0361814305 1.0156082576
19711547 0.0262828898 1.0156088727
19714162 0.0263768885 1.0156776024
19714276 0.0279028307 1.0156806094
19714313 0.0282107459 1.0156816418
19714482 0.0777968235 1.0156864094
19714530 0.2368382138 1.0156901437
19714615 8.0783272744 1.0157102749
19715448 6.2939935676 1.0224395215
19715756 3.1770010616 1.0243780716
19716325 2.6090813340 1.0261857852
19716780 1.3096251443 1.0273729172
19717760 1.3098730860 1.0286563498
19717795 1.2963414432 1.0287021954
19718916 1.3097077691 1.0301553941
19719006 1.2975584859 1.0302732678
19719215 1.3827318275 1.0305444576
19720867 3.7420418736 1.0328287305
19720997 4.9585215221 1.0333151960
19721741 4.1750831808 1.0370043360
19721984 1.9329028362 1.0380188812
19722314 1.7656920037 1.0386567391
19722362 1.7165548004 1.0387414924
19722395 1.6983399173 1.0387981387
19722508 1.6931843230 1.0389900511
19722597 1.6932431606 1.0391407445
19722689 1.6951458857 1.0392965228
19722846 5.2085660568 1.0395626608
19723063 5.2666079429 1.0406929196
19723086 5.3321992692 1.0408140516
19723122 5.4636609627 1.0410060107
19723380 6.3054248849 1.0424156353
19723761 5.5080477891 1.0448180022
19724160 1.9279212011 1.0470157132
19724175 1.4845473230 1.0470446320
19724187 0.4285229089 1.0470624466
19724668 0.5869493173 1.0472685661
19724802 2.1123608432 1.0473472173
19725247 1.0909415743 1.0482872179
19725278 0.4785151708 1.0483210371
19725306 0.1825107508 1.0483344355
19725550 0.1796169426 1.0483789681
19725934 0.2965526618 1.0484479411
19726013 0.2965526618 1.0484713687
19726079 1.1189544160 1.0484909412
19726485 0.4156789070 1.0489452367
19726605 0.4144706906 1.0489951182
19726654 0.4293452690 1.0490154272
19728687 0.4960744190 1.0498882861
19728913 0.7866084513 1.0500003990
19728991 1.3621211229 1.0500617544
19729093 3.2783320255 1.0502006908
19730200 3.2736579897 1.0538298043
19730832 3.2776350739 1.0558987562
19730945 3.2813137994 1.0562691289
19731132 3.2811790492 1.0568827346
19731783 3.2856651413 1.0590187822
19731992 3.2974145946 1.0597054862
19732211 3.2929131015 1.0604276200
19732874 3.2891207267 1.0626108214
19732918 3.2733702672 1.0627555427
19735141 5.5713186013 1.0700322448
19735202 10.0044316949 1.0703720952
19735630 9.8999322688 1.0746539920
19735680 9.7866573985 1.0751489886
19736396 9.1014930115 1.0821562353
19736924 8.4286728684 1.0869618236
19737660 8.7092918747 1.0931653269
19738657 8.7692122440 1.1018484908
19738982 9.0348254669 1.1046984848
19739080 9.3627892089 1.1055838977
19739685 22.9857436179 1.1112483852
19741856 2.8177922019 1.1611504346
19742069 2.0188761129 1.1617506243
19742330 1.8515400643 1.1622775510
19742349 1.7016936916 1.1623127303
19743825 1.0334888775 1.1648244301
19745034 0.8724465089 1.1660739182
19746154 0.8306534086 1.1670510583
19747097 0.8454660743 1.1678343645
19747431 0.8559613317 1.1681167501
19747563 0.8578889575 1.1682297370
19747654 0.8607448201 1.1683078049
19752884 0.8632930918 1.1728095003
19754117 1.6629479321 1.1738739407
19754730 3.9795647794 1.1748933278
19757818 2.6174808732 1.1871822238
19760008 2.6324950255 1.1929145069
19760409 3.9971915708 1.1939701374
19760439 6.2047820348 1.1940900532
19760602 2.9687656898 1.1951014327
19760671 2.6623038806 1.1953062775
19760824 2.6172123659 1.1957136100
19760996 2.5687917516 1.1961637705
19761169 2.5391499626 1.1966081715
19761365 2.5247631633 1.1971058449
19761450 1.9226227991 1.1973204497
19761502 1.4721262212 1.1974204261
19761558 1.2275937096 1.1975028652
19761728 0.5942902948 1.1977115561
19761802 0.4665781222 1.1977555336
19762028 0.4533963293 1.1978609803
19762145 0.4477601645 1.1979140276
19762293 0.4440184737 1.1979802961
19762414 0.4438543720 1.1980340224
19762483 0.4481089937 1.1980646483
19762839 0.5366584560 1.1982241751
19763814 7.9864815908 1.1987474171
19763826 13.4132160821 1.1988432549
19763919 13.4443111000 1.2000906840
19764066 1.5680772568 1.2020669977
19764112 1.5160663000 1.2021391293
19764236 0.4836013887 1.2023271215
19764340 0.4318337955 1.2023774161
19764442 0.4275357194 1.2024214631
19764639 0.4235144892 1.2025056876
19764690 0.4203473861 1.2025272869
19764808 0.4210854058 1.2025768879
19764927 0.4354160160 1.2026269970
19765312 0.4373367240 1.2027946322
19765341 0.5344195323 1.2028073150
19765718 0.5704377378 1.2030087911
19767440 0.4474353832 1.2039910849
19767908 0.2307035366 1.2042004847
19768079 0.1429820400 1.2042399350
19768138 0.0792612532 1.2042483709
19768344 0.0513677490 1.2042646987
19776940 0.0975825419 1.2047062559
19778148 0.4925379803 1.2048241356
19778331 0.3385002968 1.2049142701
19778855 0.3640327224 1.2050916442
19778958 0.4061262418 1.2051291396
19779277 26.0855125468 1.2052586939
19779409 52.5899466006 1.2087019815
19779528 52.6250375908 1.2149601852
19779923 52.6300520521 1.2357470750
19781651 52.1357867862 1.3266918050
19781692 50.0846138806 1.3288293722
19782162 0.7394763866 1.3523691407
19782961 0.6903211397 1.3529599824
