position COMBINED_rate(cM/Mb) Genetic_Map(cM)
268917 8.1637900559 0.2612325950
269672 8.2395046341 0.2673962565
269820 8.3124346494 0.2686157032
273147 8.1973066894 0.2962711732
274891 4.3827879655 0.3105672761
275374 4.2098190054 0.3126841627
276397 3.9935210156 0.3169908075
276917 1.4206837584 0.3190674385
277018 0.6243637875 0.3192109275
277679 0.5222540171 0.3196236320
279386 0.5204473316 0.3205151196
279416 0.5142260643 0.3205307330
281080 0.5076804316 0.3213864052
281386 0.5056610966 0.3215417554
281665 0.4830501783 0.3216828349
282192 0.4840531464 0.3219374023
286475 0.7219766961 0.3240106019
286773 0.8379269322 0.3242257510
287185 0.9581258077 0.3245709769
287327 1.0751434555 0.3247070307
288223 0.7112296004 0.3256703593
288688 0.6983644490 0.3260010810
289222 0.6781880282 0.3263740077
289294 0.6477039120 0.3264228372
289332 0.6214813894 0.3264474499
291674 0.6884981764 0.3279029594
292737 0.7170966686 0.3286348329
294144 0.7174025876 0.3296437879
296106 0.7221267828 0.3310513318
296690 0.7141457822 0.3314730538
297425 0.7142435766 0.3319979510
298309 0.7144543658 0.3326293423
299568 0.7345498767 0.3335288404
299954 0.6879002205 0.3338123766
300304 0.6672435261 0.3340531417
300318 0.6443306269 0.3340624831
300889 0.6336450828 0.3344303959
302460 0.5310276818 0.3354258523
302639 0.4347116526 0.3355209063
307175 0.4436670006 0.3374927583
307985 0.4411259755 0.3378521286
309141 0.4390611471 0.3383620702
309385 0.4514155332 0.3384692011
309664 0.4615986055 0.3385951461
312598 0.4625280434 0.3399494764
313818 0.4620036109 0.3405137606
315199 0.4576758077 0.3411517876
315783 0.4522468612 0.3414190703
315901 0.4470753475 0.3414724354
316782 0.4437122108 0.3418663088
317795 0.4369920738 0.3423157892
320426 0.4366408593 0.3434655154
321142 0.4260700524 0.3437781502
321591 0.4149670208 0.3439694557
326424 0.4105705624 0.3459749913
327868 0.4107404699 0.3465678552
332462 0.4383145286 0.3484547969
333343 0.4539961058 0.3488409520
335397 0.4532073023 0.3497734600
336265 0.4468363591 0.3501668440
337045 0.4305688591 0.3505153763
337270 0.4059182555 0.3506122543
338152 0.3948326970 0.3509702742
340246 0.3940676723 0.3517970539
340476 0.3934027576 0.3518876894
341210 0.3930061656 0.3521764471
344751 1.3452580654 0.3535680819
345417 1.3579138503 0.3544640238
348373 0.4808647498 0.3584780171
349416 0.5278468292 0.3589795590
350055 0.6660516972 0.3593168532
350213 0.7973768089 0.3594220893
354931 0.8112411551 0.3631841131
359093 0.8086960372 0.3665604988
359155 0.8073280487 0.3666106380
360141 0.9288832903 0.3674066634
360908 2.5121416974 0.3681191169
364278 2.4541756960 0.3765850344
364421 0.8967299000 0.3769359815
366433 0.8683928721 0.3787402021
366477 0.8682957992 0.3787784114
367785 0.8968242927 0.3799141423
369952 0.9038275507 0.3818575605
370012 1.7508944959 0.3819117902
372752 5.8515652366 0.3867092411
373624 5.9008055871 0.3918118060
376258 5.9077438608 0.4073545279
376809 5.9174441479 0.4106096948
376884 5.9196893702 0.4110535031
379551 5.9400809239 0.4268413146
381810 6.0678240999 0.4402599575
382806 0.9290207512 0.4463035103
386363 0.9384708393 0.4496080371
388173 2.9882880298 0.4513066693
388562 4.1374480143 0.4524691133
389346 4.3593584094 0.4557128726
389555 4.4736517349 0.4566239785
390310 4.4860962686 0.4600015855
390760 4.3473806615 0.4620203289
391027 3.1504691407 0.4631810795
395233 3.1432173798 0.4764319527
395498 3.1228072743 0.4772649053
395647 0.5314004027 0.4777302036
396417 0.3745364109 0.4781393819
396484 0.2240604892 0.4781644758
400674 0.2240758520 0.4791032893
401763 0.2241727267 0.4793473079
407586 0.2271541501 0.4806526657
410830 0.2289214130 0.4813895537
413931 0.2303700273 0.4820994390
414181 0.2331472607 0.4821570316
417620 0.2336683237 0.4829588250
420097 0.2365748724 0.4835376214
420511 0.2399781223 0.4836355634
420876 0.2429113055 0.4837231554
425556 0.2693423320 0.4848599803
429194 0.2849804170 0.4858398477
429604 0.7446334549 0.4859566897
430268 0.8140859540 0.4864511263
430646 0.8441321305 0.4867588508
431406 0.8381947981 0.4874003912
431567 0.8379002862 0.4875353406
432369 0.8444086166 0.4882073366
433864 0.8528202003 0.4894697275
435539 0.7681787308 0.4908982013
435663 0.5523945898 0.4909934555
441363 0.3678340431 0.4941421047
447905 0.3679237030 0.4965484750
450418 0.3772613774 0.4974730672
451095 0.3815442473 0.4977284732
451184 0.4022593803 0.4977624306
451338 0.4251972372 0.4978243786
451764 0.4367245065 0.4980055126
451968 0.4056460215 0.4980946044
454408 0.3406389432 0.4990843807
456923 0.3384567149 0.4999410876
461533 0.3377709208 0.5015013731
461580 0.3382624595 0.5015172483
462673 0.3375061386 0.5018869692
464306 0.3374388543 0.5024381167
465813 0.3380448046 0.5029466371
467458 0.3583190969 0.5035027208
467962 0.4104292707 0.5036833136
473466 0.4196933710 0.5059423163
474955 0.4496274622 0.5065672397
475137 0.4735294137 0.5066490719
476632 0.4758606587 0.5073569984
476687 0.4765571387 0.5073831707
477914 0.4805666366 0.5079679064
479141 0.9585361818 0.5085575616
480259 6.0663520475 0.5096292051
481172 3.4149093630 0.5151677845
482030 3.3783606237 0.5180977767
487208 1.5029819535 0.5355909280
487298 0.8631177145 0.5357261964
487459 0.0863224628 0.5358651584
490338 0.0861314286 0.5361136807
492622 0.0861937103 0.5363104049
496299 0.0862673541 0.5366273392
496376 0.0864502158 0.5366339818
496802 0.0864931299 0.5366708096
504882 0.0870330355 0.5373696741
510624 0.2412787212 0.5378694177
512856 2.2204573690 0.5384079519
515313 2.0531500408 0.5438636156
520125 0.6394194638 0.5537433736
527805 2.7157453183 0.5586541151
531587 3.3541506285 0.5689250639
534454 6.0243615155 0.5785414137
536074 6.1274006156 0.5883008794
536443 6.2035361875 0.5905618902
541633 12.8484272226 0.6227582430
542596 12.8606590429 0.6351312784
544555 12.8632959918 0.6603253095
546105 12.8632959918 0.6802634183
549131 12.2695969378 0.7191877520
552699 0.9037461790 0.7629656738
563239 0.7486258173 0.7724911586
564115 0.3234220578 0.7731469548
566347 0.0036743831 0.7738688328
567921 0.0036743831 0.7738746163
568303 0.0036717770 0.7738760199
570090 0.0036717770 0.7738825814
570406 0.0036702968 0.7738837417
570666 0.0036702968 0.7738846959
570711 0.0036702968 0.7738848611
570903 0.0036702968 0.7738855658
572768 0.0036702968 0.7738924109
573126 0.0037508461 0.7738937249
573354 0.0038970325 0.7738945801
573355 0.0040108189 0.7738945840
573765 0.0040769384 0.7738962284
575526 2.1763920023 0.7739034079
575795 0.3651825206 0.7744888573
577213 0.0345830575 0.7750066861
581165 0.0370781781 0.7751433584
582611 0.0402173064 0.7751969734
583874 0.0558207933 0.7752477679
584394 0.1524437680 0.7752767947
584439 0.2556625347 0.7752836547
585969 0.2602109031 0.7756748183
586389 0.2552079617 0.7757841069
586422 0.2504897694 0.7757925288
586572 0.2447252711 0.7758301023
586640 0.2262976552 0.7758467436
586866 0.1935294142 0.7758978868
587007 0.1174229194 0.7759251745
587095 0.1245801467 0.7759355077
590789 0.1107223548 0.7763957068
591116 0.0996997145 0.7764319130
591280 0.0908809358 0.7764482637
592942 0.0902156391 0.7765993078
593740 0.0910809392 0.7766712999
595263 1.9219561568 0.7768100162
595649 1.0748922076 0.7775518913
595687 0.0895947636 0.7775927372
599544 0.0896482330 0.7779383042
601081 0.0896561307 0.7780760935
601143 0.0896652018 0.7780816522
601336 0.0896618649 0.7780989576
605324 0.0896501176 0.7784565291
611246 0.0900214529 0.7789874371
611683 0.0904606206 0.7790267765
614425 0.0921302760 0.7792748195
615681 0.1550735530 0.7793905351
616262 0.2576399818 0.7794806329
616990 0.8962763908 0.7796681948
617630 0.3591375757 0.7802418116
617855 0.3137357087 0.7803226176
618021 0.2842474945 0.7803746977
618431 0.2810903084 0.7804912392
618878 0.2761774641 0.7806168866
619242 0.2749978850 0.7807174152
619413 0.2884006101 0.7807644398
619954 0.3135817890 0.7809204645
620696 0.4891680828 0.7811531422
622567 0.4963920630 0.7820683757
625709 1.3259412775 0.7836280396
637119 1.3559052755 0.7987570295
637250 1.1653991278 0.7989346531
640645 0.9051635804 0.8028911832
641657 0.7608666608 0.8038072087
645796 0.7123599570 0.8069564358
647296 0.7141309518 0.8080249758
650256 0.3637207997 0.8101388034
651906 0.2174026021 0.8107389427
652868 0.2152993916 0.8109480840
655061 0.2259292257 0.8114202356
655991 0.2265859060 0.8116303497
656274 0.2419532535 0.8116944736
656288 0.2586824978 0.8116978609
656429 0.2794358919 0.8117343351
657524 1.0268701947 0.8120403174
657545 1.3179783873 0.8120618817
658863 0.8800010914 0.8137989772
660747 0.8788713197 0.8154568993
660961 0.8856559236 0.8156449777
664085 0.8887200946 0.8184117669
665336 3.4835260157 0.8195235557
671726 3.3392611560 0.8417832869
671772 3.2034630290 0.8419368929
675922 0.9196255320 0.8552312645
677794 0.8516535605 0.8569528035
680405 0.8291351261 0.8591764710
680467 0.8125757549 0.8592278773
686885 0.8094344450 0.8644429885
689058 0.8635716144 0.8662018896
690108 1.0574456869 0.8671086398
691874 1.0574043953 0.8689760889
694231 1.0574876147 0.8714683910
697460 1.0599665473 0.8748830185
699603 1.1625089342 0.8771545268
700299 1.7090266866 0.8779636331
700412 2.2722045872 0.8781567531
704041 0.7926643335 0.8864025835
706486 0.7749381464 0.8883406478
708335 0.7748636006 0.8897735084
709248 0.7781521415 0.8904809589
710104 0.7885309584 0.8911470571
710149 0.7983776624 0.8911825410
712843 0.8047446955 0.8933333705
714693 0.7877991353 0.8948221481
718025 0.7873076088 0.8974470949
718821 0.7905901018 0.8980737917
720340 0.7099807940 0.8992746981
723005 0.6996162526 0.9011667969
725280 0.6825265744 0.9027584239
727739 0.6814497618 0.9044367567
729762 4.2702568893 0.9058153296
732191 13.1172423268 0.9161877836
738490 12.7650406193 0.9988132930
740822 12.6733547020 1.0285813677
741628 12.6267177810 1.0387960916
741797 12.6252734234 1.0409300069
742235 12.5135419018 1.0464598767
744761 11.3664638973 1.0780690835
746656 10.5035738210 1.0996085326
749964 9.9488815438 1.1343543548
750040 9.0166877135 1.1351104698
750144 1.4356366587 1.1360482053
751434 1.4096831150 1.1379001766
751747 1.2905443980 1.1383414074
756073 1.2250335423 1.1439243025
758803 1.1001491149 1.1472686441
764099 1.1017739971 1.1530950338
768467 1.1012933812 1.1579075826
768845 1.4700057332 1.1583238715
769231 1.4917512897 1.1588912937
769584 1.3493870689 1.1594178819
769956 1.3334645167 1.1599198539
770954 1.2024206355 1.1612506515
771465 1.1442126118 1.1618650884
771497 1.0773188148 1.1619017032
771540 1.0094253555 1.1619480279
775299 1.0069770221 1.1657424579
776150 1.0031007799 1.1665993953
779979 0.8979103554 1.1704402682
780015 0.7879477642 1.1704725930
780379 0.6965667408 1.1707594059
780598 0.6968211299 1.1709119541
780770 0.6563445964 1.1710318073
781711 0.6458373298 1.1716494276
785820 0.6449311683 1.1743031731
787598 0.6472913153 1.1754498608
787744 0.6471094666 1.1755443653
792138 1.7223079653 1.1783877643
794690 2.4111840134 1.1827830942
795718 14.5368648183 1.1852617914
800674 14.5374544679 1.2573064934
802834 8.8808660744 1.2887073951
805041 2.2839805288 1.3083074665
807938 2.2772998842 1.3149241581
808454 2.0769665254 1.3160992448
810951 1.8664088533 1.3212854303
814642 2.0395091525 1.3281743453
814651 2.2174967832 1.3281927009
815051 2.4826518044 1.3290796996
815069 2.7819434343 1.3291243874
815117 3.0327665525 1.3292579206
815403 2.4185052099 1.3301252919
815709 2.4243114401 1.3308653545
815738 1.8635841043 1.3309356595
815773 1.8633651746 1.3310008849
818325 1.8635985798 1.3357561929
818635 1.8634003405 1.3363339084
820774 1.8675205962 1.3403197218
825033 1.9224062368 1.3482734920
826377 1.9223056742 1.3508572060
829657 2.1084960173 1.3571623686
831353 2.1080257411 1.3607383778
832019 3.0954420487 1.3621423230
835080 29.6552569192 1.3716174711
837567 29.7773855381 1.4453700950
838329 5.1039821860 1.4680604628
842323 4.5669085285 1.4884457677
843639 4.5482692618 1.4944558193
843777 4.5482692618 1.4950834804
844552 4.5407865669 1.4986083891
844872 4.5397111846 1.5000614408
844996 4.5364217699 1.5006243650
845017 4.5153450444 1.5007196299
845032 4.4865298662 1.5007873600
845123 1.4011835701 1.5011956343
845357 1.3070487643 1.5015235112
845560 1.2651096298 1.5017888421
845564 1.2240167213 1.5017939026
845623 1.0951854288 1.5018661195
845763 1.0922655210 1.5020194455
846226 1.0178946113 1.5025251644
846888 0.5944308846 1.5031990107
850951 0.6322774219 1.5056141834
851718 0.7754075969 1.5060991401
853782 0.7755513802 1.5076995814
854427 0.7755543066 1.5081998121
856123 0.7754306402 1.5095151522
857121 0.7756451026 1.5102890319
857768 0.7818248618 1.5107908743
860311 0.7828995041 1.5127790549
860417 0.7954190907 1.5128620423
863866 3.5467740295 1.5156054427
868107 1.0882196717 1.5306473114
869429 0.8967109918 1.5320859378
869712 0.8529343823 1.5323397070
870011 0.8312855409 1.5325947344
871687 0.8324613321 1.5339879690
872360 0.8829667644 1.5345482154
873239 1.2201757055 1.5353243432
873779 1.8740554160 1.5359832381
873912 2.3754016795 1.5362324875
874181 2.9862614210 1.5368714705
874680 4.3603541214 1.5383616150
875481 13.5799258878 1.5418542586
875568 24.8025017040 1.5430357122
878015 24.8025017040 1.6037274338
878107 24.8046710380 1.6060092640
878366 22.7967881688 1.6124336738
878968 22.7886620417 1.6261573403
879313 22.7841355646 1.6340194287
879796 1.0751261179 1.6450241662
883108 1.0746429443 1.6485849839
883362 1.0636220990 1.6488579432
887818 35.7996415725 1.6535974432
888967 36.9672725751 1.6947312314
890923 0.4616242854 1.7670392166
891046 0.2889275594 1.7670959964
897886 0.2590321639 1.7690722609
900726 0.2225768414 1.7698079122
901052 0.2072668799 1.7698804723
903316 0.2061481660 1.7703497245
905680 0.2058179741 1.7708370587
906336 0.2054217311 1.7709720753
908293 0.2063978882 1.7713740857
910599 0.1216390682 1.7718500392
914412 0.1218138002 1.7723138490
915967 0.1200157566 1.7725032694
916555 0.1165366740 1.7725738387
919007 0.1160557427 1.7728595866
922457 0.6385816474 1.7732599789
922504 1.2545155125 1.7732899923
922573 1.3369365706 1.7733765538
922833 1.3696467945 1.7737241573
923164 1.3337416518 1.7741775104
923293 1.3146692676 1.7743495631
925718 0.9932916186 1.7775376361
925768 0.7826328865 1.7775873006
925892 2.9038015645 1.7776843471
925948 0.7091282792 1.7778469600
926759 1.4780575657 1.7784220630
927257 1.3010903809 1.7791581357
927359 0.9144568986 1.7792908469
927372 0.6182413732 1.7793027349
927878 5.0547205759 1.7796155650
927936 4.7500364417 1.7799087388
927973 2.6985023132 1.7800844901
927997 0.9184294525 1.7801492542
928071 0.2832902758 1.7802172180
928169 0.2365454767 1.7802449804
928579 0.2354089556 1.7803419641
928890 0.2333980883 1.7804151763
928999 0.2387419871 1.7804406167
929192 0.4927264181 1.7804866939
929382 0.5541696516 1.7805803119
929450 0.5531942315 1.7806179954
929634 0.2594908816 1.7807197832
929859 0.4207452412 1.7807781686
930022 1.1160698814 1.7808467501
930387 6.2849786101 1.7812541156
930401 9.1503569456 1.7813421053
930816 0.1671437117 1.7851395034
930899 0.1646939523 1.7851533763
931003 0.1410055467 1.7851705045
931220 0.1117867742 1.7852011027
931873 0.0905088681 1.7852740995
932092 0.0791331058 1.7852939209
932301 0.0707096366 1.7853104597
932591 0.0658705970 1.7853309655
932962 0.0627446796 1.7853554035
933821 0.0625564846 1.7854093012
934365 0.0626580106 1.7854433319
934700 0.0637618738 1.7854643224
934888 0.0667561707 1.7854763096
935083 0.0785073376 1.7854893271
935102 0.0912726062 1.7854908187
935157 0.1043737194 1.7854958387
935895 2.4081146282 1.7855728665
936151 0.1798624673 1.7861893438
944555 0.1798776080 1.7877009080
944695 0.1798582012 1.7877260909
947462 0.1798883471 1.7882237585
947764 0.1798651365 1.7882780848
949036 0.1798407717 1.7885068733
952751 0.1797664309 1.7891749817
953166 0.1797475210 1.7892495848
956058 0.1795207772 1.7897694146
962503 0.1796509861 1.7909264260
965538 0.1797690785 1.7914716668
965984 0.1799170513 1.7915518438
966399 0.1800967582 1.7916265094
969913 0.1809501388 1.7922593694
972777 0.1842470761 1.7927776106
975549 0.4960082450 1.7932883435
975654 0.6506926206 1.7933404243
976641 2.6041383724 1.7939826579
977036 21.8800856534 1.7950112926
980850 21.7430170303 1.8784619393
985385 19.6692318311 1.9770665215
985839 19.4458575715 1.9859963528
985952 19.4462351302 1.9881937347
986082 19.4462351302 1.9907217452
986472 20.9562518289 1.9983057769
987359 20.9562518289 2.0168939723
987386 20.9562518289 2.0174597911
987431 20.9562518289 2.0184028224
987730 20.9554953765 2.0246687417
987781 20.9547964201 2.0257374720
988527 20.9506986575 2.0413697501
988569 20.9054539798 2.0422496795
988865 20.8947213437 2.0484376939
988951 16.9652123406 2.0502346399
989076 9.9429194496 2.0523552914
989140 8.5920110483 2.0529916383
989432 8.3358727228 2.0555005055
989678 8.3361840390 2.0575511302
989704 8.3346580946 2.0577678710
990200 8.3324332877 2.0619018614
990407 8.3314635543 2.0636266751
990508 6.4307978435 2.0644681529
990761 5.5905383188 2.0660951448
990878 1.2901182554 2.0667492377
991521 1.2088874824 2.0675787838
992944 1.1955414943 2.0692990307
993818 1.1909043361 2.0703439339
995809 1.1899376855 2.0727150245
996548 1.1892595453 2.0735943884
1000083 1.1691341537 2.0777984209
1000224 1.1692423037 2.0779632688
1001059 1.1711799775 2.0789395861
1002313 1.1734325655 2.0804082458
1002889 0.8926675534 2.0810841430
1005434 0.8909104122 2.0833559819
1006397 0.8884433768 2.0842139286
1010148 0.9149989393 2.0875464798
1012975 1.0990885961 2.0901331818
1013553 1.2909127046 2.0907684550
1013783 1.4625840051 2.0910653649
1019583 1.4766414330 2.0995483521
1020759 1.5928742785 2.1012848824
1021152 1.4612186465 2.1019108820
1021176 1.0960342802 2.1019459513
1021189 0.7224866103 2.1019601997
1021349 0.4520108070 2.1020757976
1023423 0.4543260803 2.1030132680
1024971 0.4794491805 2.1037165648
1025336 0.5531960953 2.1038915637
1025394 0.6364189727 2.1039236491
1025631 0.7331529028 2.1040744804
1026121 0.9591421644 2.1044337253
1026770 0.9646923782 2.1050562086
1026856 0.9653285012 2.1051391721
1028774 1.3721575540 2.1069906722
1028798 2.9942587762 2.1070236040
1029553 3.1103306521 2.1092842693
1029787 3.1353013284 2.1100120867
1029950 3.0427952526 2.1105231408
1030131 0.6716670959 2.1110738868
1032102 0.6846081147 2.1123977426
1032609 0.6892725481 2.1127448389
1032677 0.6947585790 2.1127917095
1032750 0.6986638275 2.1128424268
1032840 0.7017274251 2.1129053066
1032872 0.7055601568 2.1129277619
1034960 0.7058870480 2.1144009715
1036508 0.6849040848 2.1154936846
1040065 0.6090401229 2.1179298885
1040164 0.6088948283 2.1179901834
1040307 0.5745798451 2.1180772554
1040366 0.5750198542 2.1181111556
1040634 0.5472607932 2.1182652609
1040777 0.5270659073 2.1183435192
1041310 0.5249205782 2.1186244453
1041745 0.5209110331 2.1188527858
1041755 0.5212683090 2.1188579949
1042363 0.5160695095 2.1191749260
1042378 0.5110415876 2.1191826671
1042702 0.5129458535 2.1193482445
1043096 0.5211202784 2.1195503452
1043759 0.5307932177 2.1198958480
1045761 3.9703487782 2.1209584960
1045784 15.2615621710 2.1210498140
1045874 15.8509262314 2.1224233546
1045967 15.7381222824 2.1238974907
1046796 38.5622957366 2.1369443941
1049436 23.7922070243 2.2387488549
1049519 21.8273716454 2.2407236080
1049654 16.9214735995 2.2436703032
1050443 16.9175223427 2.2570213459
1050645 16.9106253359 2.2604386854
1051385 16.6530455459 2.2729525481
1051426 1.2615458617 2.2736353230
1052784 1.2603912292 2.2753485023
1053552 1.0731950102 2.2763164828
1053696 0.9328055853 2.2764710228
1053848 0.9922552935 2.2766128093
1053994 1.0568793908 2.2767576786
1054051 1.0568055896 2.2768179207
1054108 1.1445101618 2.2768781586
1054259 1.2693517969 2.2770509796
1055045 1.0540471757 2.2780486901
1055378 0.7354033029 2.2783996879
1056568 0.7321752391 2.2792748178
1056653 0.7267081512 2.2793370527
1056913 0.7235767997 2.2795259968
1057054 0.7208880774 2.2796280211
1057663 0.7207103402 2.2800670420
1057738 0.7214021905 2.2801210952
1058083 0.7222267377 2.2803699790
1058088 0.7233290575 2.2803735901
1059947 0.8452334835 2.2817182589
1060214 2.7508661734 2.2819439362
1066544 2.8494510817 2.2993569191
1066680 2.8959654543 2.2997444444
1068407 3.3859878082 2.3047457768
1069873 4.3271290724 2.3097096349
1070434 5.0086326493 2.3121371543
1071394 6.6018018372 2.3169454416
1071696 6.6671336539 2.3189391858
1073050 6.6766907841 2.3279664848
1074268 6.6669220384 2.3360986941
1074819 6.3619043799 2.3397721682
1075010 5.9560948943 2.3409872919
1075404 5.5016717504 2.3433339933
1082115 5.4907231742 2.3802557124
1086229 5.4903196672 2.4028445476
1086255 5.4668042525 2.4029872959
1087709 5.0422848809 2.4109360293
1091324 4.0673401793 2.4291638891
1095026 2.0608441661 2.4442211824
1096842 1.4074027158 2.4479636754
1099732 1.3830931462 2.4520310693
1101811 1.3784142794 2.4549065199
1103210 1.3751920728 2.4568349215
1108227 1.8711321325 2.4637342601
1110513 13.6585713182 2.4680116682
1119032 7.1374520395 2.5843690373
1119894 6.1513661550 2.5905215209
1123678 4.7440032181 2.6137982905
1124127 4.7237651183 2.6159283479
1124912 4.7526869361 2.6196365035
1124968 4.8115425982 2.6199026540
1126265 4.8123847424 2.6261432247
1126298 4.8104924544 2.6263020334
1126300 4.8106575297 2.6263116544
1127932 4.6935753227 2.6341626475
1130904 4.6919289349 2.6481119534
1132214 4.9543650442 2.6542583803
1133227 7.5451970901 2.6592771521
1134438 7.4681634853 2.6684143857
1136761 7.3520565854 2.6857629295
1138939 7.3384715452 2.7017757088
1141616 10.8961919214 2.7214207971
1152524 4.8334726047 2.8402764586
1152890 3.9952693416 2.8420455095
1155682 0.3403423004 2.8532003015
1156918 0.3425251701 2.8536209646
1157550 0.2827099059 2.8538374405
1161968 0.3685843276 2.8550864529
1165629 0.5354647932 2.8564358401
1166199 0.6096470548 2.8567410550
1168870 0.6371539359 2.8583694223
1172182 0.6798655126 2.8604796762
1174843 1.2590485127 2.8622887983
1174912 2.0845472025 2.8623756726
1175163 2.7098157122 2.8628988940
1177575 2.7353090175 2.8694349695
1183558 2.7515827875 2.8858003233
1186212 2.5142941565 2.8931030241
1186271 2.2320040693 2.8932513674
1187338 2.1966429926 2.8956329158
1187483 2.6779044604 2.8959514290
1187607 2.4394290489 2.8962834891
1188372 4.1015580316 2.8981496524
1188938 4.0371636824 2.9004711342
1188978 5.2048695423 2.9006326208
1192442 5.2061866975 2.9186622888
1192600 5.2075527523 2.9194848663
1192738 5.2077405972 2.9202035086
1193908 5.2077405972 2.9262965651
1194370 5.6471191748 2.9287025413
1195546 10.7402758851 2.9353435534
1199663 10.7003523060 2.9795612693
1201223 3.7248816405 2.9962538188
1201283 0.4818496598 2.9964773117
