position COMBINED_rate(cM/Mb) Genetic_Map(cM)
174476 0.1028988913 0.5602506142
174704 0.3335636490 0.5602740752
175110 0.3558519234 0.5604095020
176998 0.0793006527 0.5610813504
178570 0.0555128381 0.5612060111
181751 0.0556190827 0.5613825974
183108 0.0399690964 0.5614580725
183162 0.0228855098 0.5614602308
184055 0.0228841832 0.5614806676
185405 0.0232534002 0.5615115612
185644 0.0237919153 0.5615171188
186829 0.0240785821 0.5615453122
189462 0.0281408614 0.5616087111
194232 0.0904149611 0.5617429430
198998 0.0944121185 0.5621738607
199430 0.0959173913 0.5622146468
199527 0.0972558991 0.5622239508
200306 0.0971265362 0.5622997131
200453 0.0986814014 0.5623139907
202756 0.0988516897 0.5625412540
203151 0.0988516897 0.5625803004
203592 0.0988128881 0.5626238940
203606 0.0987979279 0.5626252774
203827 0.0987781189 0.5626471117
204951 0.0989123798 0.5627581383
204959 0.0989209090 0.5627589296
204991 0.0987996941 0.5627620951
205299 0.0982019860 0.5627925254
205345 0.0981937480 0.5627970427
206958 0.0880153415 0.5629554292
207379 0.0801435697 0.5629924837
207485 0.0733276819 0.5630009789
207866 0.0670989242 0.5630289167
208242 0.0651152922 0.5630541459
208285 0.0744351762 0.5630569459
208366 0.1075658826 0.5630629751
208695 3.5135184820 0.5630983643
208753 0.2109165363 0.5633021484
210071 0.0614993261 0.5635801364
210341 0.0321193515 0.5635967412
210658 0.0270746117 0.5636069230
211102 0.0268615371 0.5636189442
211131 0.0263423327 0.5636197231
212167 0.0261834833 0.5636470138
213185 0.0260922010 0.5636736686
213189 0.0259065858 0.5636737729
214184 0.0259864713 0.5636995500
215051 0.0261081418 0.5637220803
215608 0.0261081418 0.5637366225
215964 0.0339321732 0.5637459170
215985 0.0339256195 0.5637466296
216485 0.2362749285 0.5637635924
219710 0.2362695266 0.5645255790
219853 0.1136364166 0.5645593656
219887 0.0387681869 0.5645632292
219888 0.0387613868 0.5645632680
220739 0.0383962658 0.5645962539
222337 0.0382100815 0.5646576112
224473 0.0382143354 0.5647392279
227663 0.0383058039 0.5648611316
227838 0.0382905642 0.5648678351
229289 0.0384989732 0.5649233947
231347 0.0390457641 0.5650026256
232494 0.0398002794 0.5650474111
234125 0.0408844677 0.5651123254
237834 0.0414279148 0.5652639659
238254 0.0414022460 0.5652813656
238279 0.0420142854 0.5652824006
239939 0.0425680319 0.5653521444
240047 0.0434891021 0.5653567417
240058 0.0441170505 0.5653572201
240539 0.0445646402 0.5653784404
240589 0.0449144298 0.5653806686
242038 0.0488887310 0.5654457496
242559 0.0488422319 0.5654712207
242795 0.0488427383 0.5654827474
248284 0.1356843603 0.5657508452
250403 0.1356777642 0.5660383604
250504 0.0520748511 0.5660520638
251903 0.0461232914 0.5661249165
253718 0.0438685843 0.5662086303
254012 0.0429249340 0.5662215277
254431 0.0429356585 0.5662395132
254954 0.0429676005 0.5662619686
256457 0.0446669885 0.5663265489
256848 0.0597556978 0.5663440137
257262 0.8649432273 0.5663687525
258917 0.4303973281 0.5678002336
258992 0.1511827426 0.5678325134
259736 0.1510425451 0.5679449933
259980 0.1510425451 0.5679818477
261335 0.1524332299 0.5681865104
262535 0.3640572704 0.5683694302
263216 0.5518481783 0.5686173532
264753 0.5682144140 0.5694655439
266848 0.3872117044 0.5706559531
267763 0.3607295653 0.5710102518
268796 0.3584358081 0.5713828854
269300 0.3572737302 0.5715635371
270039 0.3572709672 0.5718275624
270235 0.3571179811 0.5718975875
270443 0.3571710333 0.5719718680
270798 0.3598744957 0.5720986637
271423 0.3580818538 0.5723235853
272249 1.1105965482 0.5726193609
272978 0.3799487885 0.5734289858
274947 0.3801410115 0.5741771050
275953 0.3884955211 0.5745595268
276176 0.4273819657 0.5746461613
276372 0.8031230414 0.5747299282
276475 1.6011054849 0.5748126499
276679 1.6309340063 0.5751392754
276971 1.6356901641 0.5756155081
277080 1.6382003381 0.5757937983
277252 1.6386132501 0.5760755688
277648 1.6386284428 0.5767244596
277705 1.6385092866 0.5768178615
278689 1.6367397386 0.5784301546
279153 1.6215226276 0.5791896018
279209 1.6213988515 0.5792804071
279210 1.6215073459 0.5792820285
283384 5.0158943643 0.5860502002
283519 5.6016291068 0.5867273459
284021 6.4572664636 0.5895393637
284495 6.4281664419 0.5926001080
284745 6.4121640139 0.5942071496
285046 6.3830040069 0.5961372110
285191 6.2871042853 0.5970627466
285246 6.1756216624 0.5974085373
286341 0.7950310649 0.6041708430
287712 0.7225725383 0.6052608306
287805 0.5320999413 0.6053280299
288553 0.4853087879 0.6057260406
288620 0.4407939630 0.6057585563
288672 0.4266178952 0.6057814776
292224 0.3964338354 0.6072968244
293389 0.3910584619 0.6077586698
293811 0.3886748781 0.6079236965
294139 0.3890786186 0.6080511818
294180 0.3895446459 0.6080671340
294557 0.3908763601 0.6082139924
296450 0.3989474413 0.6089539213
297022 0.4154451655 0.6091821193
297648 0.4549387325 0.6094421879
297769 0.4537987809 0.6094972355
302577 0.9582249052 0.6116791001
302644 1.1267981270 0.6117433011
305138 2.0878750959 0.6145535357
306558 10.8482168139 0.6175183183
307376 10.8503723926 0.6263921596
307791 10.4478538024 0.6308950642
309176 4.5865071779 0.6453653417
309446 2.6571149308 0.6466036986
312183 2.7455521720 0.6538762222
312522 3.2690942304 0.6548069644
317641 3.2746509868 0.6715414578
317829 3.6636043925 0.6721570921
320492 4.0286692461 0.6819132706
320655 4.0460868359 0.6825699437
321506 7.8978017824 0.6860131636
321827 8.3603569791 0.6885483580
322469 8.3420122554 0.6939157072
322483 8.7351516180 0.6940324954
322528 9.0176290873 0.6944255772
322961 9.0247789552 0.6983302106
323739 9.2099580332 0.7053514886
323758 9.2101743831 0.7055264778
324742 9.4134456952 0.7145892894
324758 9.6580093384 0.7147399045
324994 9.7044466248 0.7170191947
325099 9.6690344489 0.7180381616
325266 9.4097522118 0.7196528904
325316 9.1143576632 0.7201233780
325363 8.7886219008 0.7205517528
327468 8.7886219008 0.7390518019
327502 8.7886219008 0.7393506150
327543 7.6675408204 0.7397109485
327601 6.5813091615 0.7401556659
328113 4.8208446230 0.7435252962
328132 3.1404269394 0.7436168922
328155 2.7627847837 0.7436891221
328297 2.1053019525 0.7440814375
329337 2.6963201322 0.7462709515
329386 4.4297700989 0.7464030712
329519 6.8602256173 0.7469922306
329594 7.5217620680 0.7475067476
329727 6.6551084922 0.7485071419
329756 4.6030247676 0.7487001401
329994 2.1209106572 0.7497956600
330373 1.3715090738 0.7505994851
330507 0.9640307607 0.7507832673
330963 0.9362772625 0.7512228653
330992 0.9114540283 0.7512500174
331085 0.9001400064 0.7513347826
331466 0.9023571723 0.7516777360
332424 2.2845892793 0.7525421941
332971 2.2945060990 0.7537918645
333238 2.2559083246 0.7544044976
333982 1.2350081622 0.7560828934
334007 0.9731228573 0.7561137686
334459 0.2568763378 0.7565536201
335142 0.2560992324 0.7567290667
336821 1.1135205666 0.7571590573
337808 1.1137036091 0.7582581021
338265 3.6667921942 0.7587670646
338598 46.7969707483 0.7599881064
338694 50.8700820849 0.7644806156
338699 54.8089209508 0.7647349660
338764 59.8337467619 0.7682975459
341004 59.8167273294 0.9023251386
341114 1.6422742995 0.9089049786
341460 1.5994081876 0.9094732055
342074 1.5915859729 0.9104552422
342577 1.5679138279 0.9112558099
343288 1.5658863484 0.9123705966
344165 1.5727507714 0.9137438790
344264 1.5739162849 0.9138995813
344439 1.5750403240 0.9141750166
344542 1.5660814019 0.9143372458
345410 2.2282574556 0.9156966045
345568 2.8768621557 0.9160486691
345944 2.9718000208 0.9171303693
346095 3.0008118527 0.9175791111
346337 2.9989775815 0.9183053076
346374 2.9975440920 0.9184162697
347247 2.9888458174 0.9210331257
347570 2.9827786208 0.9219985229
348187 3.0908910268 0.9238388973
348226 3.2263560528 0.9239594421
349079 3.2993629566 0.9267115238
349141 3.3325981330 0.9269160843
349196 3.3739105444 0.9270993772
349884 3.4611879575 0.9294206277
350161 3.4640481497 0.9303793767
350971 3.5814121953 0.9331852557
351437 4.1557886371 0.9348541938
351710 4.1154253821 0.9359887241
352116 4.8519747107 0.9376595868
352173 5.1488797942 0.9379361494
352199 5.4310569628 0.9380700203
352623 4.9671878430 0.9403727884
352857 4.7703710844 0.9415351104
353254 4.7318806220 0.9434289477
354326 4.7428530833 0.9485015237
354942 7.9031957244 0.9514231212
355758 7.9059522555 0.9578721289
355815 12.6947955078 0.9583227682
355930 12.9853334294 0.9597826697
356043 13.0032119528 0.9612500124
357725 13.0086386962 0.9831214149
358115 13.0089609279 0.9881947840
359148 13.0081234612 1.0016330406
359955 13.0072140682 1.0121305962
360338 13.0053720141 1.0171123592
360543 13.0048186826 1.0197784605
361281 5.8381594201 1.0293760167
361902 6.3923278143 1.0330015137
361976 7.8755303625 1.0334745459
362041 11.2886835591 1.0339864554
362837 11.3739980075 1.0429722475
363503 11.3468569475 1.0505473302
363670 11.2919871279 1.0524422553
364047 9.7026396873 1.0566993344
364109 4.1642963952 1.0573008981
364117 3.2953550794 1.0573342125
365021 3.0966965402 1.0603132135
365289 2.9965515882 1.0611431281
365841 3.0137160057 1.0627972246
366191 3.0355861361 1.0638520252
366543 3.0405454188 1.0649205515
366602 3.0477881452 1.0650999437
366626 3.0479602016 1.0651730906
367075 3.0477001853 1.0665416248
367384 1.6872174237 1.0674833641
367746 1.4002443485 1.0680941368
367818 1.1718108377 1.0681949544
369644 1.1637853884 1.0703346810
369749 1.1567117085 1.0704568785
369855 1.1518680840 1.0705794899
370325 1.1251695703 1.0711208679
370831 1.0711863238 1.0716902037
370945 1.0389080244 1.0718123190
371704 1.0509622814 1.0726008501
371832 1.1790791812 1.0727353733
371997 1.1775411151 1.0729299214
372088 1.0749436148 1.0730370776
372268 0.9369409731 1.0732305675
372565 0.7842747825 1.0735088389
373336 0.5420583282 1.0741135148
374797 0.5479673008 1.0749054620
375140 0.5636742234 1.0750934148
375735 0.6288956729 1.0754288010
375908 0.7021082999 1.0755375999
376203 0.7455858222 1.0757447219
377004 0.7451780724 1.0763419361
377120 0.7448093830 1.0764283768
377431 0.7451344675 1.0766600125
377700 0.7450225762 1.0768604537
377970 0.7453814269 1.0770616098
378110 0.7460739648 1.0771659632
379081 0.7476493413 1.0778904010
380334 0.7481089449 1.0788272056
380905 0.7510887781 1.0792543758
381376 0.7543802454 1.0796081386
382544 0.7696022187 1.0804892547
382795 0.8365851681 1.0806824249
383649 0.9610774817 1.0813968686
383753 1.2455060796 1.0814968207
384141 2.1962651689 1.0819800771
384366 16.0111248673 1.0824742367
384762 16.0147567536 1.0888146422
384946 16.0173692768 1.0917613574
385016 16.0179006317 1.0928825733
385394 16.0172913914 1.0989373397
385650 16.0097168148 1.1030377663
385661 16.0097168148 1.1032138732
385885 15.0800053965 1.1068000497
386461 14.0055988278 1.1154861328
387177 0.6812673341 1.1255141416
388147 0.7298695648 1.1261749709
388803 0.8421122500 1.1266537654
388917 0.9552951663 1.1267497662
388985 0.9213592904 1.1268147262
389163 0.8118362393 1.1269787282
389245 0.8951627814 1.1270452988
389345 0.8458632263 1.1271348150
390706 0.7438055164 1.1282860349
390739 0.6440038540 1.1283105805
390749 0.5836656636 1.1283170205
390766 0.4905866047 1.1283269428
391069 0.4051732075 1.1284755906
391573 0.3805908060 1.1286797979
391660 0.3585819770 1.1287129093
391869 0.3445919787 1.1287878529
391933 0.3271144219 1.1288099068
393777 0.3269944268 1.1294131058
393892 0.3268453412 1.1294507101
393968 0.3269014887 1.1294755504
394000 0.3262723556 1.1294860112
397041 0.3365881416 1.1304782055
397132 0.3483708804 1.1305088350
397958 0.3653902751 1.1307965893
400368 0.3653902751 1.1316771799
400938 0.3716091312 1.1318854523
402122 0.3716103751 1.1323254376
404876 0.7061705789 1.1333488525
405105 0.9102304190 1.1335105656
405401 1.0058028290 1.1337799938
406138 1.0073137293 1.1345212705
407542 1.5352674314 1.1359355390
407559 2.1998089619 1.1359616385
408015 2.0998988580 1.1369647514
408106 1.2162611473 1.1371558422
408996 1.2135713979 1.1382383146
409599 1.0691911958 1.1389700982
410105 0.8298498416 1.1395111089
410806 1.3096971347 1.1400928336
411229 1.4914018428 1.1406468355
411278 1.4507134808 1.1407199142
411334 1.3471391784 1.1408011542
411412 1.2174746450 1.1409062310
411524 1.2024226639 1.1410425882
411579 1.1832036351 1.1411087214
411650 1.1591346574 1.1411927289
411654 1.1382829587 1.1411973654
412163 1.1226719339 1.1417767515
412504 0.8685914989 1.1421595826
412523 0.6048524234 1.1421760858
414115 1.7512459068 1.1431390109
414468 3.4836631852 1.1437572007
414510 3.7174071733 1.1439035145
414745 0.8636322170 1.1447771052
414867 0.6684088099 1.1448824684
415492 0.9048583481 1.1453002239
416016 0.9415535061 1.1457743696
416312 0.9432843215 1.1460530695
416365 0.9797953844 1.1461030636
416372 1.0943110324 1.1461099221
416396 0.8843634070 1.1461361856
416525 0.8491848321 1.1462502685
417306 0.2358505537 1.1469134818
417407 0.2172795461 1.1469373027
417408 0.1999362133 1.1469375200
418535 0.1997571703 1.1471628481
418607 0.1998672998 1.1471772306
418941 0.2005659217 1.1472439863
419054 0.2012010312 1.1472666503
419355 0.2029762963 1.1473272118
419689 0.2040604195 1.1473950059
420486 0.2138590527 1.1475576420
420555 0.2348712210 1.1475723983
420781 0.4284869703 1.1476254792
420954 0.8163621458 1.1476996074
422080 1.1151199392 1.1486188312
422940 1.1135489747 1.1495778343
423431 1.1177302652 1.1501245869
423993 1.4076574529 1.1507527513
424403 0.9309851208 1.1513298909
424478 0.6803092627 1.1513997147
424815 0.6100036686 1.1516289790
424879 0.5682843187 1.1516680192
424925 0.5435396875 1.1516941603
424956 0.4565743438 1.1517110100
425206 0.3986229039 1.1518251536
425867 0.3015777905 1.1520886433
425951 1.0338490476 1.1521139759
427232 1.0078835948 1.1534383365
427286 0.9830228965 1.1534927622
427894 0.9763993288 1.1540904401
428460 0.9651203137 1.1546430822
428717 0.9605500609 1.1548911181
428979 0.9527068890 1.1551427822
429089 0.9462961282 1.1552475799
429795 3.3856358557 1.1559156650
432441 1.1278219211 1.1648740575
433052 1.2476933827 1.1655631567
433281 1.3675570424 1.1658488785
434687 1.2214119261 1.1677716637
435002 1.1367718821 1.1681564084
435039 1.0592807818 1.1681984690
435309 1.0476763122 1.1684844748
436773 1.0477813647 1.1700182729
437835 1.0690459017 1.1711310167
437999 1.0884780842 1.1713063403
438441 1.1033258917 1.1717874476
439576 1.1161047763 1.1730397225
440102 1.1196732227 1.1736267936
442104 1.0928364873 1.1758683794
442284 1.0723849596 1.1760650899
442640 1.0697525018 1.1764468590
442663 1.0577058593 1.1764714633
442951 1.0548232681 1.1767760826
443954 1.0545162897 1.1778340703
444728 1.1018694843 1.1786502659
444937 1.3633491073 1.1788805566
445128 1.9924581123 1.1791409563
445937 5.4699276844 1.1807528549
445988 12.3005798836 1.1810318212
446330 13.0064384515 1.1852386196
446539 13.0043863501 1.1879569652
446750 13.0043863501 1.1907008907
447853 13.3446610962 1.2050447289
447867 13.6736686559 1.2052315541
447934 14.0829390225 1.2061476899
448383 13.6881206932 1.2124709295
448505 13.3243952244 1.2141408803
448662 7.7690661329 1.2162328103
448761 1.6037245467 1.2170019479
449651 2.4619715599 1.2184292627
450565 2.0754151610 1.2206795047
450631 1.8122940519 1.2208164821
450730 1.7486276204 1.2209958992
451182 0.7913604785 1.2217862789
451227 0.4117860155 1.2218218901
451778 0.6146525166 1.2220487842
451872 0.7433578977 1.2221065616
452180 0.8234746305 1.2223355158
452289 0.9158045280 1.2224252745
453020 1.0991848276 1.2230947276
453146 1.5357060208 1.2232332249
453177 2.3178809569 1.2232808318
453418 6.0130823167 1.2238394411
453580 6.1433508621 1.2248135605
453606 6.9773565883 1.2249732876
454909 6.9769434808 1.2340647832
456283 6.9371970798 1.2436511036
456351 6.8675933534 1.2441228330
456810 6.3663892621 1.2472750583
457001 5.8391076070 1.2484910387
457468 5.8059946129 1.2512179019
457676 4.4863006277 1.2524255488
458320 1.4321405715 1.2553147264
459426 1.2621711495 1.2568986739
459797 1.1773197746 1.2573669394
459993 1.1735132310 1.2575976940
460944 1.0470455604 1.2587137051
461773 1.0279733746 1.2595817059
461809 1.0198044525 1.2596187129
463288 1.0086220393 1.2611270037
465155 0.9775321078 1.2630101011
465172 0.9748834033 1.2630267191
465530 0.9499255901 1.2633757274
465761 0.9286246480 1.2635951602
465796 0.9006470702 1.2636276620
466477 0.8390352781 1.2642410027
466643 0.7917600273 1.2643802826
468440 0.7966407745 1.2658030753
468887 0.7963896301 1.2661591737
469568 0.8069465761 1.2667015151
469816 0.8139205607 1.2669016378
469891 0.8297443707 1.2669626819
469913 0.8411893391 1.2669809363
470875 0.8132714829 1.2677901604
472029 0.7911041531 1.2687286757
472032 0.7803566272 1.2687310490
473537 0.7685389773 1.2699054857
473682 0.7580160642 1.2700169239
475410 0.8068463864 1.2713267756
475968 0.9240959387 1.2717769959
476343 0.9567968168 1.2721235319
476602 0.9939767054 1.2723713423
476678 1.0377250903 1.2724468845
476757 1.0915848568 1.2725288648
477281 1.1323347576 1.2731008552
477395 1.1719554994 1.2732299414
478940 1.1744834872 1.2750406127
479242 1.1753907717 1.2753953067
479385 1.1755964744 1.2755633876
480268 1.1688877758 1.2766014392
480324 1.1674792035 1.2766668970
481967 12.1701967309 1.2785850653
482315 18.3718206491 1.2828202937
482874 21.2446030192 1.2930901415
485656 20.9302502927 1.3521926271
487729 11.9387732177 1.3955810359
493381 11.3448208020 1.4630589822
495004 7.9787511003 1.4814716263
495472 2.8390130516 1.4852056818
501960 2.6191750014 1.5036251985
503861 2.6107943463 1.5086042502
506584 2.6100523950 1.5157134432
506798 2.6123188491 1.5162719944
508222 2.6244930548 1.5199919365
513832 2.6245557276 1.5347153425
513934 2.6248700926 1.5349830472
514184 2.6510839258 1.5356392647
515667 2.6547233150 1.5395708222
515734 2.6584014712 1.5397486886
516458 2.6618481309 1.5416733713
516599 2.6550194859 1.5420486919
517087 1.6629576611 1.5433443414
517110 1.2216671981 1.5433825894
517473 1.1839561120 1.5438260546
518165 1.1789773350 1.5446453522
519676 1.1679500069 1.5464267870
520247 1.1679180466 1.5470936864
520318 1.1295138412 1.5471766086
522488 1.1295255005 1.5496276537
522708 1.0923553815 1.5498761493
523191 1.0668610851 1.5504037569
523216 1.0668651679 1.5504304285
523368 1.0466484238 1.5505925920
523397 1.0318151777 1.5506229448
524341 1.0579935617 1.5515969783
525348 1.2351456085 1.5526623778
532433 2.3242740811 1.5614133844
534118 4.3268046584 1.5653297863
534739 8.3400813822 1.5680167320
537239 21.2463884631 1.5888669354
539319 13.2273432505 1.6330594234
541688 3.7352296518 1.6643949996
541899 1.2826387202 1.6651831330
543456 1.2477108089 1.6671802015
543718 0.8074620086 1.6675071018
545074 0.8639850488 1.6686020202
545760 1.3292168317 1.6691947140
547087 2.5343082046 1.6709585847
547564 5.1804341728 1.6721674497
553815 7.5504225644 1.7045503437
555414 7.5523234850 1.7166234694
555760 6.7445892623 1.7192365734
556183 6.1063076949 1.7220895346
556242 3.2571676523 1.7224498068
556272 2.1876789696 1.7225475218
556368 1.3304797686 1.7227575390
556905 0.7310303391 1.7234720066
557127 0.6524961367 1.7236342953
557260 0.5824917175 1.7237210773
558040 0.5994012018 1.7241754209
558118 0.6514921295 1.7242221742
558868 0.8163959038 1.7247107933
559517 0.8494615930 1.7252406342
560002 0.8691939279 1.7256526231
560233 0.9067850331 1.7258534069
560500 1.0465262851 1.7260955185
560754 1.0461375165 1.7263613362
560814 1.4664437511 1.7264241044
560864 1.6990305835 1.7264974266
560939 1.6483644019 1.7266248539
563765 1.4121776819 1.7312831317
568218 1.8020246519 1.7375715589
569716 10.2466302496 1.7402709918
571123 7.6548287545 1.7546880006
571446 3.3542716385 1.7571605103
572838 0.7252034255 1.7618296564
575386 0.7075065050 1.7636774747
577290 0.6981116265 1.7650245671
580003 0.7331151396 1.7669185440
584262 6.2969587551 1.7700408813
586742 6.2969920821 1.7856573391
587751 4.1255042982 1.7920110041
587950 1.7934774396 1.7928319794
588416 1.3730968473 1.7936677399
592081 3.7055413685 1.7987001399
593438 3.6975692656 1.8037285595
593600 3.6891679430 1.8043275657
593871 1.2748113516 1.8053273302
594818 1.2712710380 1.8065345766
595312 1.1625572172 1.8071625845
595530 1.1636622154 1.8074160219
596115 1.1408274337 1.8080967643
596495 1.1401668635 1.8085302788
598018 1.1649663063 1.8102667529
598179 1.2707712119 1.8104543125
598312 27.2069219371 1.8106233250
598342 27.2966142626 1.8114395327
598468 35.3220436376 1.8148789061
598480 43.6783950144 1.8153027706
599954 43.6783950144 1.8796847249
600157 43.6783950144 1.8885514391
600199 43.6783950144 1.8903859316
600273 43.6783950144 1.8936181329
600634 43.6783950144 1.9093860335
601061 43.6783950144 1.9280367081
601323 43.6783950144 1.9394804476
602454 43.6783950144 1.9888807124
602753 43.6783950144 2.0019405525
602819 43.6783950144 2.0048233266
603020 43.6783950144 2.0136026840
604708 43.1311253073 2.0873318148
605014 27.3740869911 2.1005299391
605394 5.3159796301 2.1109320922
605650 4.5615478321 2.1122929830
606072 4.2713136569 2.1142179561
606077 3.8226216478 2.1142393127
606195 3.8233334850 2.1146903821
606317 3.8233334850 2.1151568287
606348 3.8233334850 2.1152753521
606653 3.8243109417 2.1164414688
606783 3.8237775221 2.1169386292
607110 3.8360537258 2.1181890045
607928 3.8360537258 2.1213268964
608124 5.7449215211 2.1220787629
608201 9.3336527695 2.1225211219
608741 9.4887541757 2.1275612944
609050 14.1128716681 2.1304933194
609154 17.2102518976 2.1319610581
610089 17.2102518976 2.1480526436
610709 17.2102518976 2.1587229998
611300 17.1560269673 2.1688942587
611808 16.5318845913 2.1776095204
612048 16.4071807272 2.1815771727
612494 16.3589422879 2.1888947753
613784 16.3422650205 2.2099978108
614631 16.3844932522 2.2238397093
614783 16.4451869624 2.2263301523
614824 16.4424169424 2.2270044049
615145 16.4455842167 2.2322824208
615820 16.4674552623 2.2433831901
617629 17.1234959326 2.2731728167
618487 17.5258006435 2.2878647762
618980 18.0899017409 2.2965049959
619035 18.2209238892 2.2974999405
619239 18.2239914613 2.3012170090
621211 5.1877399432 2.3371547201
621314 5.0365428501 2.3376890574
621332 4.9447596100 2.3377797151
621348 4.8445379193 2.3378588313
621398 4.8440210003 2.3381010582
621435 3.5897034344 2.3382802870
621526 3.4468819428 2.3386069500
621994 3.4785196336 2.3402200907
622239 3.4926999097 2.3410723280
622651 3.6631580404 2.3425113204
624559 3.6359945437 2.3495006259
625288 9.8573665057 2.3521512660
625432 9.8479371117 2.3535707267
627424 10.3735714344 2.3731878175
627631 14.1836488683 2.3753351467
631024 11.9215790131 2.4234602674
632678 1.1414344652 2.4431785590
634527 1.1462645697 2.4452890714
639311 2.4623705206 2.4507728011
640968 2.8640578529 2.4548529490
647352 6.9103356307 2.4731370944
648064 9.2718865769 2.4780572533
649236 6.0981800152 2.4889239044
650383 0.6795200347 2.4959185169
651005 0.3834597939 2.4963411783
651647 0.2267627621 2.4965873595
652103 0.2054848251 2.4966907633
652135 0.1888993793 2.4966973389
652247 0.1888816896 2.4967184956
652370 0.1626364591 2.4967417280
652463 0.1429310986 2.4967568532
656371 0.5080324124 2.4973154280
658258 0.3351668244 2.4982740851
658300 0.2084736096 2.4982881621
658376 0.1484872777 2.4983040061
658650 0.1532105111 2.4983446916
660414 0.1911908189 2.4986149550
662363 0.1760767943 2.4989875859
663016 0.1765195503 2.4991025640
663789 0.2521039357 2.4992390136
663995 0.4280201416 2.4992909471
664320 0.4288365402 2.4994300536
664440 0.3753195766 2.4994815140
665000 1.0141880645 2.4996916929
665307 1.3768141962 2.5000030487
665774 0.9356248518 2.5006460209
665787 1.1584670067 2.5006581840
665903 2.9925569719 2.5007925662
666008 2.9864972212 2.5011067847
666228 0.7961968338 2.5017638141
666331 0.7890076648 2.5018458224
666473 0.7796637286 2.5019578614
666490 0.7586384680 2.5019711157
666789 0.7591852430 2.5021979486
667214 0.4647554701 2.5025206024
667240 0.2886058368 2.5025326860
667302 0.2251631005 2.5025505796
667621 0.2223479276 2.5026224066
667931 0.2226905296 2.5026913344
668847 0.2243327337 2.5028953190
668947 0.2274850279 2.5029177522
669637 0.5258858636 2.5030747169
670380 0.4573548048 2.5034654501
670520 0.3887790696 2.5035294798
670838 0.2804810997 2.5036531115
671724 0.2806861215 2.5039016178
671962 0.2807781930 2.5039684211
672399 0.2813825727 2.5040911211
673116 0.3433976021 2.5042928725
673607 1.1432240002 2.5044614807
673861 1.8974422371 2.5047518596
674766 0.4335505253 2.5064690448
675447 0.4291350186 2.5067642927
675574 0.4283638036 2.5068187929
676370 0.4453585800 2.5071597704
676662 0.4891640923 2.5072898151
676782 0.5317031101 2.5073485148
677119 0.6834719505 2.5075276988
677270 0.9517651153 2.5076309030
680810 0.3530656003 2.5110001516
681173 0.2239102577 2.5111283144
681266 0.1561333986 2.5111491380
682282 0.2598331610 2.5113077696
682808 0.3621518505 2.5114444418
683269 0.3329553904 2.5116113938
683285 0.3092930320 2.5116167211
683767 0.3099449652 2.5117658003
683828 0.3133731353 2.5117847070
683977 2.8958786957 2.5118313996
684206 0.7565924253 2.5124945558
684538 0.3287989998 2.5127457445
684678 0.3239303468 2.5127917763
685030 0.3237796298 2.5129057998
685367 0.3238535965 2.5130149136
686533 0.3565055091 2.5133925268
686645 0.4526801292 2.5134324555
686703 0.6035308523 2.5134587109
686748 0.7779702814 2.5134858698
688312 1.0205994336 2.5147026153
689120 0.4248876415 2.5155272597
693442 0.8409808483 2.5173636240
694430 0.9001297188 2.5181945131
695598 0.8628142743 2.5192458646
695695 0.8355959227 2.5193295576
